,0,1,2,3,4,5,6,7,8
1981-04-17,,,,,,,,,
1981-04-18,,,,,,,,,
1981-04-19,,,,,,,,,
1981-04-20,,,,,,,,,
1981-04-21,,,,,,,,,
1981-04-22,,,,,,,,,
1981-04-23,,,,,,,,,
1981-04-24,,,,,,,,,
1981-04-25,,,,,,,,,
1981-04-26,,,,,,,,,
1981-04-27,,,,,,,,,
1981-04-28,,,,,,,,,
1981-04-29,,,,,,,,,
1981-04-30,,,,,,,,,
1981-05-01,0.0024668574826198376,0.004524297911051282,0.007556700632491805,0.011387804206220011,0.016839784200290333,0.03126704524372758,0.04334100979123567,0.045697892545371877,
1981-05-02,,,,,,,,,
1981-05-03,,,,,,,,,
1981-05-04,,,,,,,,,
1981-05-05,,,,,,,,,
1981-05-06,,,,,,,,,
1981-05-07,,,,,,,,,
1981-05-08,,,,,,,,,
1981-05-09,,,,,,,,,
1981-05-10,,,,,,,,,
1981-05-11,,,,,,,,,
1981-05-12,,,,,,,,,
1981-05-13,,,,,,,,,
1981-05-14,,,,,,,,,
1981-05-15,,,,,,,,,
1981-05-16,,,,,,,,,
1981-05-17,,,,,,,,,
1981-05-18,,,,,,,,,
1981-05-19,,,,,,,,,
1981-05-20,,,,,,,,,
1981-05-21,,,,,,,,,
1981-05-22,,,,,,,,,
1981-05-23,,,,,,,,,
1981-05-24,,,,,,,,,
1981-05-25,,,,,,,,,
1981-05-26,,,,,,,,,
1981-05-27,,,,,,,,,
1981-05-28,,,,,,,,,
1981-05-29,,,,,,,,,
1981-05-30,,,,,,,,,
1981-05-31,,,,,,,,,
1981-06-01,0.015484189844538978,0.0359369172749583,0.04352575602215448,0.05497108295035599,0.06757044851363647,0.0786798575189378,0.09755303955776784,0.10313444336255387,
1981-06-02,,,,,,,,,
1981-06-03,,,,,,,,,
1981-06-04,,,,,,,,,
1981-06-05,,,,,,,,,
1981-06-06,,,,,,,,,
1981-06-07,,,,,,,,,
1981-06-08,,,,,,,,,
1981-06-09,,,,,,,,,
1981-06-10,,,,,,,,,
1981-06-11,,,,,,,,,
1981-06-12,,,,,,,,,
1981-06-13,,,,,,,,,
1981-06-14,,,,,,,,,
1981-06-15,,,,,,,,,
1981-06-16,,,,,,,,,
1981-06-17,,,,,,,,,
1981-06-18,,,,,,,,,
1981-06-19,,,,,,,,,
1981-06-20,,,,,,,,,
1981-06-21,,,,,,,,,
1981-06-22,,,,,,,,,
1981-06-23,,,,,,,,,
1981-06-24,,,,,,,,,
1981-06-25,,,,,,,,,
1981-06-26,,,,,,,,,
1981-06-27,,,,,,,,,
1981-06-28,,,,,,,,,
1981-06-29,,,,,,,,,
1981-06-30,,,,,,,,,
1981-07-01,0.010821040215030744,0.04586311419788557,0.05778530065958215,0.07448625069255632,0.09234609721076832,0.10149056450928771,0.11951964408331804,0.12252719267722095,
1981-07-02,,,,,,,,,
1981-07-03,,,,,,,,,
1981-07-04,,,,,,,,,
1981-07-05,,,,,,,,,
1981-07-06,,,,,,,,,
1981-07-07,,,,,,,,,
1981-07-08,,,,,,,,,
1981-07-09,,,,,,,,,
1981-07-10,,,,,,,,,
1981-07-11,,,,,,,,,
1981-07-12,,,,,,,,,
1981-07-13,,,,,,,,,
1981-07-14,,,,,,,,,
1981-07-15,,,,,,,,,
1981-07-16,,,,,,,,,
1981-07-17,,,,,,,,,
1981-07-18,,,,,,,,,
1981-07-19,,,,,,,,,
1981-07-20,,,,,,,,,
1981-07-21,,,,,,,,,
1981-07-22,,,,,,,,,
1981-07-23,,,,,,,,,
1981-07-24,,,,,,,,,
1981-07-25,,,,,,,,,
1981-07-26,,,,,,,,,
1981-07-27,,,,,,,,,
1981-07-28,,,,,,,,,
1981-07-29,,,,,,,,,
1981-07-30,,,,,,,,,
1981-07-31,,,,,,,,,
1981-08-01,0.007684882146647538,0.05913142160751759,0.07754134714485642,0.10215265625250124,0.1269854028909803,0.1401642170644575,0.1591187606364379,0.16019105718981833,
1981-08-02,,,,,,,,,
1981-08-03,,,,,,,,,
1981-08-04,,,,,,,,,
1981-08-05,,,,,,,,,
1981-08-06,,,,,,,,,
1981-08-07,,,,,,,,,
1981-08-08,,,,,,,,,
1981-08-09,,,,,,,,,
1981-08-10,,,,,,,,,
1981-08-11,,,,,,,,,
1981-08-12,,,,,,,,,
1981-08-13,,,,,,,,,
1981-08-14,,,,,,,,,
1981-08-15,,,,,,,,,
1981-08-16,,,,,,,,,
1981-08-17,,,,,,,,,
1981-08-18,,,,,,,,,
1981-08-19,,,,,,,,,
1981-08-20,,,,,,,,,
1981-08-21,,,,,,,,,
1981-08-22,,,,,,,,,
1981-08-23,,,,,,,,,
1981-08-24,,,,,,,,,
1981-08-25,,,,,,,,,
1981-08-26,,,,,,,,,
1981-08-27,,,,,,,,,
1981-08-28,,,,,,,,,
1981-08-29,,,,,,,,,
1981-08-30,,,,,,,,,
1981-08-31,,,,,,,,,
1981-09-01,0.0030593561107276415,0.02123324792883981,0.0422954232534728,0.06849944508584133,0.0922205424520704,0.15596316785093334,0.19092694411056524,0.19067921506034,
1981-09-02,,,,,,,,,
1981-09-03,,,,,,,,,
1981-09-04,,,,,,,,,
1981-09-05,,,,,,,,,
1981-09-06,,,,,,,,,
1981-09-07,,,,,,,,,
1981-09-08,,,,,,,,,
1981-09-09,,,,,,,,,
1981-09-10,,,,,,,,,
1981-09-11,,,,,,,,,
1981-09-12,,,,,,,,,
1981-09-13,,,,,,,,,
1981-09-14,,,,,,,,,
1981-09-15,,,,,,,,,
1981-09-16,,,,,,,,,
1981-09-17,,,,,,,,,
1981-09-18,,,,,,,,,
1981-09-19,,,,,,,,,
1981-09-20,,,,,,,,,
1981-09-21,,,,,,,,,
1981-09-22,,,,,,,,,
1981-09-23,,,,,,,,,
1981-09-24,,,,,,,,,
1981-09-25,,,,,,,,,
1981-09-26,,,,,,,,,
1981-09-27,,,,,,,,,
1981-09-28,,,,,,,,,
1981-09-29,,,,,,,,,
1981-09-30,,,,,,,,,
1981-10-01,0.0003230164325168015,0.0005179769118740911,0.007120500825841055,0.019243368937041618,0.03968924809381155,0.08126911835919505,0.14661006105294055,0.1542480418118097,
1981-10-02,,,,,,,,,
1981-10-03,,,,,,,,,
1981-10-04,,,,,,,,,
1981-10-05,,,,,,,,,
1981-10-06,,,,,,,,,
1981-10-07,,,,,,,,,
1981-10-08,,,,,,,,,
1981-10-09,,,,,,,,,
1981-10-10,,,,,,,,,
1981-10-11,,,,,,,,,
1981-10-12,,,,,,,,,
1981-10-13,,,,,,,,,
1981-10-14,,,,,,,,,
1981-10-15,,,,,,,,,
1981-10-16,,,,,,,,,
1981-10-17,,,,,,,,,
1981-10-18,,,,,,,,,
1981-10-19,,,,,,,,,
1981-10-20,,,,,,,,,
1981-10-21,,,,,,,,,
1981-10-22,,,,,,,,,
1981-10-23,,,,,,,,,
1981-10-24,,,,,,,,,
1981-10-25,,,,,,,,,
1981-10-26,,,,,,,,,
1981-10-27,,,,,,,,,
1981-10-28,,,,,,,,,
1981-10-29,,,,,,,,,
1981-10-30,,,,,,,,,
1981-10-31,,,,,,,,,
1981-11-01,0.00017350329293143983,0.00024892357785510926,0.00028680141566763827,0.000349954112662399,0.00046509220183839535,0.00046361074561161947,0.002370536014419448,0.009050953057077156,
1981-11-02,,,,,,,,,
1981-11-03,,,,,,,,,
1981-11-04,,,,,,,,,
1981-11-05,,,,,,,,,
1981-11-06,,,,,,,,,
1981-11-07,,,,,,,,,
1981-11-08,,,,,,,,,
1981-11-09,,,,,,,,,
1981-11-10,,,,,,,,,
1981-11-11,,,,,,,,,
1981-11-12,,,,,,,,,
1981-11-13,,,,,,,,,
1981-11-14,,,,,,,,,
1981-11-15,,,,,,,,,
1981-11-16,,,,,,,,,
1981-11-17,,,,,,,,,
1981-11-18,,,,,,,,,
1981-11-19,,,,,,,,,
1981-11-20,,,,,,,,,
1981-11-21,,,,,,,,,
1981-11-22,,,,,,,,,
1981-11-23,,,,,,,,,
1981-11-24,,,,,,,,,
1981-11-25,,,,,,,,,
1981-11-26,,,,,,,,,
1981-11-27,,,,,,,,,
1981-11-28,,,,,,,,,
1981-11-29,,,,,,,,,
1981-11-30,,,,,,,,,
1981-12-01,5.55055017210939e-05,9.101880042216926e-05,0.00011514867353981289,0.00014433240062587278,0.0001730151095880985,0.00024330178347233548,0.0002779990424082013,0.00027567084117600916,
1981-12-02,,,,,,,,,
1981-12-03,,,,,,,,,
1981-12-04,,,,,,,,,
1981-12-05,,,,,,,,,
1981-12-06,,,,,,,,,
1981-12-07,,,,,,,,,
1981-12-08,,,,,,,,,
1981-12-09,,,,,,,,,
1981-12-10,,,,,,,,,
1981-12-11,,,,,,,,,
1981-12-12,,,,,,,,,
1981-12-13,,,,,,,,,
1981-12-14,,,,,,,,,
1981-12-15,,,,,,,,,
1981-12-16,,,,,,,,,
1981-12-17,,,,,,,,,
1981-12-18,,,,,,,,,
1981-12-19,,,,,,,,,
1981-12-20,,,,,,,,,
1981-12-21,,,,,,,,,
1981-12-22,,,,,,,,,
1981-12-23,,,,,,,,,
1981-12-24,,,,,,,,,
1981-12-25,,,,,,,,,
1981-12-26,,,,,,,,,
1981-12-27,,,,,,,,,
1981-12-28,,,,,,,,,
1981-12-29,,,,,,,,,
1981-12-30,,,,,,,,,
1981-12-31,,,,,,,,,
1982-01-01,5.055597934768596e-06,8.902797290097015e-06,1.0583137743609559e-05,1.3917105262058893e-05,1.5650689144102008e-05,1.4183607335826834e-05,1.3000989346217275e-05,1.9107775021622104e-05,
1982-01-02,,,,,,,,,
1982-01-03,,,,,,,,,
1982-01-04,,,,,,,,,
1982-01-05,,,,,,,,,
1982-01-06,,,,,,,,,
1982-01-07,,,,,,,,,
1982-01-08,,,,,,,,,
1982-01-09,,,,,,,,,
1982-01-10,,,,,,,,,
1982-01-11,,,,,,,,,
1982-01-12,,,,,,,,,
1982-01-13,,,,,,,,,
1982-01-14,,,,,,,,,
1982-01-15,,,,,,,,,
1982-01-16,,,,,,,,,
1982-01-17,,,,,,,,,
1982-01-18,,,,,,,,,
1982-01-19,,,,,,,,,
1982-01-20,,,,,,,,,
1982-01-21,,,,,,,,,
1982-01-22,,,,,,,,,
1982-01-23,,,,,,,,,
1982-01-24,,,,,,,,,
1982-01-25,,,,,,,,,
1982-01-26,,,,,,,,,
1982-01-27,,,,,,,,,
1982-01-28,,,,,,,,,
1982-01-29,,,,,,,,,
1982-01-30,,,,,,,,,
1982-01-31,,,,,,,,,
1982-02-01,1.5099188347002526e-06,2.5903554310295822e-06,3.7864436976299226e-06,5.449024813498621e-06,6.7190507642257846e-06,1.5282752562540114e-05,2.7707676061589907e-05,4.288767065320211e-05,
1982-02-02,,,,,,,,,
1982-02-03,,,,,,,,,
1982-02-04,,,,,,,,,
1982-02-05,,,,,,,,,
1982-02-06,,,,,,,,,
1982-02-07,,,,,,,,,
1982-02-08,,,,,,,,,
1982-02-09,,,,,,,,,
1982-02-10,,,,,,,,,
1982-02-11,,,,,,,,,
1982-02-12,,,,,,,,,
1982-02-13,,,,,,,,,
1982-02-14,,,,,,,,,
1982-02-15,,,,,,,,,
1982-02-16,,,,,,,,,
1982-02-17,,,,,,,,,
1982-02-18,,,,,,,,,
1982-02-19,,,,,,,,,
1982-02-20,,,,,,,,,
1982-02-21,,,,,,,,,
1982-02-22,,,,,,,,,
1982-02-23,,,,,,,,,
1982-02-24,,,,,,,,,
1982-02-25,,,,,,,,,
1982-02-26,,,,,,,,,
1982-02-27,,,,,,,,,
1982-02-28,,,,,,,,,
1982-03-01,0.0003517346110000693,0.0005550799711521762,0.0006668226060304049,0.0008513448550022672,0.0009744421186901132,0.0010441518965221383,0.0010552724934942488,0.0010165956712537944,
1982-03-02,,,,,,,,,
1982-03-03,,,,,,,,,
1982-03-04,,,,,,,,,
1982-03-05,,,,,,,,,
1982-03-06,,,,,,,,,
1982-03-07,,,,,,,,,
1982-03-08,,,,,,,,,
1982-03-09,,,,,,,,,
1982-03-10,,,,,,,,,
1982-03-11,,,,,,,,,
1982-03-12,,,,,,,,,
1982-03-13,,,,,,,,,
1982-03-14,,,,,,,,,
1982-03-15,,,,,,,,,
1982-03-16,,,,,,,,,
1982-03-17,,,,,,,,,
1982-03-18,,,,,,,,,
1982-03-19,,,,,,,,,
1982-03-20,,,,,,,,,
1982-03-21,,,,,,,,,
1982-03-22,,,,,,,,,
1982-03-23,,,,,,,,,
1982-03-24,,,,,,,,,
1982-03-25,,,,,,,,,
1982-03-26,,,,,,,,,
1982-03-27,,,,,,,,,
1982-03-28,,,,,,,,,
1982-03-29,,,,,,,,,
1982-03-30,,,,,,,,,
1982-03-31,,,,,,,,,
1982-04-01,5.229397716684439e-05,7.281984802572662e-05,8.684764540942561e-05,0.00010179277826325686,0.0001222149939764,0.00018553515275317889,0.0002744432770725397,0.00027209884590571285,
1982-04-02,,,,,,,,,
1982-04-03,,,,,,,,,
1982-04-04,,,,,,,,,
1982-04-05,,,,,,,,,
1982-04-06,,,,,,,,,
1982-04-07,,,,,,,,,
1982-04-08,,,,,,,,,
1982-04-09,,,,,,,,,
1982-04-10,,,,,,,,,
1982-04-11,,,,,,,,,
1982-04-12,,,,,,,,,
1982-04-13,,,,,,,,,
1982-04-14,,,,,,,,,
1982-04-15,,,,,,,,,
1982-04-16,,,,,,,,,
1982-04-17,,,,,,,,,
1982-04-18,,,,,,,,,
1982-04-19,,,,,,,,,
1982-04-20,,,,,,,,,
1982-04-21,,,,,,,,,
1982-04-22,,,,,,,,,
1982-04-23,,,,,,,,,
1982-04-24,,,,,,,,,
1982-04-25,,,,,,,,,
1982-04-26,,,,,,,,,
1982-04-27,,,,,,,,,
1982-04-28,,,,,,,,,
1982-04-29,,,,,,,,,
1982-04-30,,,,,,,,,
1982-05-01,0.030744642320006586,0.05091812243334348,0.05861658174737176,0.06956359547515487,0.0765486836675125,0.08253290302559341,0.08082710848651312,0.08130645816044137,
1982-05-02,,,,,,,,,
1982-05-03,,,,,,,,,
1982-05-04,,,,,,,,,
1982-05-05,,,,,,,,,
1982-05-06,,,,,,,,,
1982-05-07,,,,,,,,,
1982-05-08,,,,,,,,,
1982-05-09,,,,,,,,,
1982-05-10,,,,,,,,,
1982-05-11,,,,,,,,,
1982-05-12,,,,,,,,,
1982-05-13,,,,,,,,,
1982-05-14,,,,,,,,,
1982-05-15,,,,,,,,,
1982-05-16,,,,,,,,,
1982-05-17,,,,,,,,,
1982-05-18,,,,,,,,,
1982-05-19,,,,,,,,,
1982-05-20,,,,,,,,,
1982-05-21,,,,,,,,,
1982-05-22,,,,,,,,,
1982-05-23,,,,,,,,,
1982-05-24,,,,,,,,,
1982-05-25,,,,,,,,,
1982-05-26,,,,,,,,,
1982-05-27,,,,,,,,,
1982-05-28,,,,,,,,,
1982-05-29,,,,,,,,,
1982-05-30,,,,,,,,,
1982-05-31,,,,,,,,,
1982-06-01,0.08606095945733222,0.15279118804949635,0.1794718978280458,0.2175488822814839,0.23966838319263756,0.2649004229761305,0.2595705475198771,0.26627072162098353,
1982-06-02,,,,,,,,,
1982-06-03,,,,,,,,,
1982-06-04,,,,,,,,,
1982-06-05,,,,,,,,,
1982-06-06,,,,,,,,,
1982-06-07,,,,,,,,,
1982-06-08,,,,,,,,,
1982-06-09,,,,,,,,,
1982-06-10,,,,,,,,,
1982-06-11,,,,,,,,,
1982-06-12,,,,,,,,,
1982-06-13,,,,,,,,,
1982-06-14,,,,,,,,,
1982-06-15,,,,,,,,,
1982-06-16,,,,,,,,,
1982-06-17,,,,,,,,,
1982-06-18,,,,,,,,,
1982-06-19,,,,,,,,,
1982-06-20,,,,,,,,,
1982-06-21,,,,,,,,,
1982-06-22,,,,,,,,,
1982-06-23,,,,,,,,,
1982-06-24,,,,,,,,,
1982-06-25,,,,,,,,,
1982-06-26,,,,,,,,,
1982-06-27,,,,,,,,,
1982-06-28,,,,,,,,,
1982-06-29,,,,,,,,,
1982-06-30,,,,,,,,,
1982-07-01,0.2776478164742267,0.3972149006082617,0.4442821206583608,0.5117961038448758,0.5516529008408295,0.5927154479671366,0.5787521082783342,0.5942980320222916,
1982-07-02,,,,,,,,,
1982-07-03,,,,,,,,,
1982-07-04,,,,,,,,,
1982-07-05,,,,,,,,,
1982-07-06,,,,,,,,,
1982-07-07,,,,,,,,,
1982-07-08,,,,,,,,,
1982-07-09,,,,,,,,,
1982-07-10,,,,,,,,,
1982-07-11,,,,,,,,,
1982-07-12,,,,,,,,,
1982-07-13,,,,,,,,,
1982-07-14,,,,,,,,,
1982-07-15,,,,,,,,,
1982-07-16,,,,,,,,,
1982-07-17,,,,,,,,,
1982-07-18,,,,,,,,,
1982-07-19,,,,,,,,,
1982-07-20,,,,,,,,,
1982-07-21,,,,,,,,,
1982-07-22,,,,,,,,,
1982-07-23,,,,,,,,,
1982-07-24,,,,,,,,,
1982-07-25,,,,,,,,,
1982-07-26,,,,,,,,,
1982-07-27,,,,,,,,,
1982-07-28,,,,,,,,,
1982-07-29,,,,,,,,,
1982-07-30,,,,,,,,,
1982-07-31,,,,,,,,,
1982-08-01,0.3446987812927284,0.504307294774757,0.5631622333092267,0.6485220199305384,0.7009476666267384,0.7448463594217637,0.7250868848251081,0.7403350940314672,
1982-08-02,,,,,,,,,
1982-08-03,,,,,,,,,
1982-08-04,,,,,,,,,
1982-08-05,,,,,,,,,
1982-08-06,,,,,,,,,
1982-08-07,,,,,,,,,
1982-08-08,,,,,,,,,
1982-08-09,,,,,,,,,
1982-08-10,,,,,,,,,
1982-08-11,,,,,,,,,
1982-08-12,,,,,,,,,
1982-08-13,,,,,,,,,
1982-08-14,,,,,,,,,
1982-08-15,,,,,,,,,
1982-08-16,,,,,,,,,
1982-08-17,,,,,,,,,
1982-08-18,,,,,,,,,
1982-08-19,,,,,,,,,
1982-08-20,,,,,,,,,
1982-08-21,,,,,,,,,
1982-08-22,,,,,,,,,
1982-08-23,,,,,,,,,
1982-08-24,,,,,,,,,
1982-08-25,,,,,,,,,
1982-08-26,,,,,,,,,
1982-08-27,,,,,,,,,
1982-08-28,,,,,,,,,
1982-08-29,,,,,,,,,
1982-08-30,,,,,,,,,
1982-08-31,,,,,,,,,
1982-09-01,0.2412796912030277,0.4464213382497546,0.5340269979731146,0.6580931112713436,0.7392812546487838,0.8487528946286156,0.8470834826738989,0.8677293870184156,
1982-09-02,,,,,,,,,
1982-09-03,,,,,,,,,
1982-09-04,,,,,,,,,
1982-09-05,,,,,,,,,
1982-09-06,,,,,,,,,
1982-09-07,,,,,,,,,
1982-09-08,,,,,,,,,
1982-09-09,,,,,,,,,
1982-09-10,,,,,,,,,
1982-09-11,,,,,,,,,
1982-09-12,,,,,,,,,
1982-09-13,,,,,,,,,
1982-09-14,,,,,,,,,
1982-09-15,,,,,,,,,
1982-09-16,,,,,,,,,
1982-09-17,,,,,,,,,
1982-09-18,,,,,,,,,
1982-09-19,,,,,,,,,
1982-09-20,,,,,,,,,
1982-09-21,,,,,,,,,
1982-09-22,,,,,,,,,
1982-09-23,,,,,,,,,
1982-09-24,,,,,,,,,
1982-09-25,,,,,,,,,
1982-09-26,,,,,,,,,
1982-09-27,,,,,,,,,
1982-09-28,,,,,,,,,
1982-09-29,,,,,,,,,
1982-09-30,,,,,,,,,
1982-10-01,0.08027424423826733,0.29956794778165774,0.41885290651983503,0.5815693963106983,0.6888710749958701,0.9021597570263294,0.938966198605904,0.960275649703959,
1982-10-02,,,,,,,,,
1982-10-03,,,,,,,,,
1982-10-04,,,,,,,,,
1982-10-05,,,,,,,,,
1982-10-06,,,,,,,,,
1982-10-07,,,,,,,,,
1982-10-08,,,,,,,,,
1982-10-09,,,,,,,,,
1982-10-10,,,,,,,,,
1982-10-11,,,,,,,,,
1982-10-12,,,,,,,,,
1982-10-13,,,,,,,,,
1982-10-14,,,,,,,,,
1982-10-15,,,,,,,,,
1982-10-16,,,,,,,,,
1982-10-17,,,,,,,,,
1982-10-18,,,,,,,,,
1982-10-19,,,,,,,,,
1982-10-20,,,,,,,,,
1982-10-21,,,,,,,,,
1982-10-22,,,,,,,,,
1982-10-23,,,,,,,,,
1982-10-24,,,,,,,,,
1982-10-25,,,,,,,,,
1982-10-26,,,,,,,,,
1982-10-27,,,,,,,,,
1982-10-28,,,,,,,,,
1982-10-29,,,,,,,,,
1982-10-30,,,,,,,,,
1982-10-31,,,,,,,,,
1982-11-01,0.00625381200741495,0.06774861111228093,0.16093585540458966,0.28837061600749125,0.38955056063939647,0.6753010279602474,0.8106033665647727,0.8683868802256054,
1982-11-02,,,,,,,,,
1982-11-03,,,,,,,,,
1982-11-04,,,,,,,,,
1982-11-05,,,,,,,,,
1982-11-06,,,,,,,,,
1982-11-07,,,,,,,,,
1982-11-08,,,,,,,,,
1982-11-09,,,,,,,,,
1982-11-10,,,,,,,,,
1982-11-11,,,,,,,,,
1982-11-12,,,,,,,,,
1982-11-13,,,,,,,,,
1982-11-14,,,,,,,,,
1982-11-15,,,,,,,,,
1982-11-16,,,,,,,,,
1982-11-17,,,,,,,,,
1982-11-18,,,,,,,,,
1982-11-19,,,,,,,,,
1982-11-20,,,,,,,,,
1982-11-21,,,,,,,,,
1982-11-22,,,,,,,,,
1982-11-23,,,,,,,,,
1982-11-24,,,,,,,,,
1982-11-25,,,,,,,,,
1982-11-26,,,,,,,,,
1982-11-27,,,,,,,,,
1982-11-28,,,,,,,,,
1982-11-29,,,,,,,,,
1982-11-30,,,,,,,,,
1982-12-01,6.856358278083606e-06,2.09324414813385e-05,0.013277168747404446,0.03880196109898445,0.0664126438178957,0.1288074880243263,0.2044824483221929,0.2976179776653166,
1982-12-02,,,,,,,,,
1982-12-03,,,,,,,,,
1982-12-04,,,,,,,,,
1982-12-05,,,,,,,,,
1982-12-06,,,,,,,,,
1982-12-07,,,,,,,,,
1982-12-08,,,,,,,,,
1982-12-09,,,,,,,,,
1982-12-10,,,,,,,,,
1982-12-11,,,,,,,,,
1982-12-12,,,,,,,,,
1982-12-13,,,,,,,,,
1982-12-14,,,,,,,,,
1982-12-15,,,,,,,,,
1982-12-16,,,,,,,,,
1982-12-17,,,,,,,,,
1982-12-18,,,,,,,,,
1982-12-19,,,,,,,,,
1982-12-20,,,,,,,,,
1982-12-21,,,,,,,,,
1982-12-22,,,,,,,,,
1982-12-23,,,,,,,,,
1982-12-24,,,,,,,,,
1982-12-25,,,,,,,,,
1982-12-26,,,,,,,,,
1982-12-27,,,,,,,,,
1982-12-28,,,,,,,,,
1982-12-29,,,,,,,,,
1982-12-30,,,,,,,,,
1982-12-31,,,,,,,,,
1983-01-01,6.570551787849766e-05,0.00010373244407396433,0.000124287409327535,0.00015157088943718993,0.00016288661663798777,0.0002058462613189166,0.0007816338234867041,0.00521102707873106,
1983-01-02,,,,,,,,,
1983-01-03,,,,,,,,,
1983-01-04,,,,,,,,,
1983-01-05,,,,,,,,,
1983-01-06,,,,,,,,,
1983-01-07,,,,,,,,,
1983-01-08,,,,,,,,,
1983-01-09,,,,,,,,,
1983-01-10,,,,,,,,,
1983-01-11,,,,,,,,,
1983-01-12,,,,,,,,,
1983-01-13,,,,,,,,,
1983-01-14,,,,,,,,,
1983-01-15,,,,,,,,,
1983-01-16,,,,,,,,,
1983-01-17,,,,,,,,,
1983-01-18,,,,,,,,,
1983-01-19,,,,,,,,,
1983-01-20,,,,,,,,,
1983-01-21,,,,,,,,,
1983-01-22,,,,,,,,,
1983-01-23,,,,,,,,,
1983-01-24,,,,,,,,,
1983-01-25,,,,,,,,,
1983-01-26,,,,,,,,,
1983-01-27,,,,,,,,,
1983-01-28,,,,,,,,,
1983-01-29,,,,,,,,,
1983-01-30,,,,,,,,,
1983-01-31,,,,,,,,,
