,0,1,2,3,4,5
2000-09-12,0.06877019452200923,0.10137076541245335,0.16081787236666711,0.12656798176970122,0.20700933566267496,0.21677044462095987
2000-09-13,0.39650056683189033,0.17237239762581866,0.3158479679740807,0.41691194356314115,0.45667713868065657,0.4639827404719722
2000-09-14,0.0,0.012751886781011738,0.7997767139624647,0.7866704097568475,0.7568752234139006,0.7293141827732863
2000-09-15,0.0,0.012857467171267572,0.6409597227542656,0.7714272354395046,0.7043825708992801,0.6780288206323759
2000-09-16,0.0,0.0,0.4092843074399261,0.8594941532700242,0.7996051130530935,0.7509972571413399
2000-09-17,0.0,0.0,0.0,0.01693636239225574,0.11009154518419578,0.3239313232390711
2000-09-18,0.0,0.0,0.160256099656054,0.7520257012356447,0.8235078465155289,0.7524180616064168
2000-09-19,0.0,0.0,0.006680678852178433,0.3916436680522896,0.4593025990408074,0.44790676494434706
2000-09-20,0.0,0.1353977427021839,0.16934474588198703,0.24675553833681235,0.5146328486032214,0.5425513240390343
2000-09-21,0.0,0.029470204141279405,0.7635140111183123,0.805913419046127,0.7530028572581097,0.7333059416223663
2000-09-22,0.0,0.0,0.182596981334579,0.7380015252703038,0.7902034904132117,0.7505988689281737
2000-09-23,0.0,0.0,0.020519996543539646,0.640461705877951,0.8797346452400996,0.8171149193883828
2000-09-24,0.0,0.0,0.031010952923548763,0.6206088313682847,0.8405156635461886,0.8017641475019714
2000-09-25,0.0,0.0,0.01701056105934158,0.5200346787507975,0.8672629299081117,0.8082192993232559
2000-09-26,0.0,0.0,0.010138994080874283,0.4556604661306534,0.8490324481632403,0.7793350388109329
2000-09-27,0.0,0.0,0.00938800455439499,0.44439745526912666,0.8615151554077851,0.7995076011692422
2000-09-28,0.0,0.0,0.00036557629193843707,0.36563311443189206,0.8581361186515848,0.7897387436054417
2000-09-29,0.0,0.0,0.0007876643866517213,0.3344499891976345,0.8175125563690863,0.7671620910721934
2000-09-30,0.0,0.0,0.000312494897396765,0.3017364888250959,0.8267016354753043,0.7620508716041919
2000-10-01,0.0,0.0,0.0,0.2865265211796371,0.7723269933363679,0.7667849564883368
2000-10-02,0.0,0.0,0.0002709705242032863,0.24334130578481833,0.8039111614375214,0.772452342230537
2000-10-03,0.0,0.0,0.00023350305017116117,0.2608758261893011,0.7459915062997855,0.7320953106834526
2000-10-04,0.0,0.0,0.0004337689906678508,0.22405761644489208,0.7776805030196422,0.7562454022344062
2000-10-05,0.0,0.0,0.0,0.2265323148413685,0.7863735844917512,0.7334901061045489
2000-10-06,0.0,0.0,0.0006223942693767765,0.22951330983594306,0.7098461303084095,0.7073806326355636
2000-10-07,0.0,0.0,0.0018863394152400152,0.18740300164851686,0.7747617009346249,0.7478505523689408
2000-10-08,0.0,0.0,0.007869302628155024,0.21521545955862817,0.7180561517303913,0.7295268121335335
2000-10-09,0.0,0.0,0.0,0.17827682773636389,0.734640363769543,0.728995371605467
2000-10-10,0.0,0.0,0.0,0.18920552799462653,0.7018722872352541,0.7388838289712701
2000-10-11,0.0,0.0,0.0,0.1299771215216445,0.7118417627480546,0.7088509276063358
2000-10-12,0.0,0.0,0.0,0.14393119566763302,0.7125565870366118,0.744514883135334
2000-10-13,0.0,0.0,0.00030831408236587114,0.1336097380157794,0.6885787121047265,0.7260383474632746
2000-10-14,0.0,0.0,0.0,0.12122937293953728,0.6838204200110871,0.7323045058201342
2000-10-15,0.0,0.0,0.0,0.10201381369605128,0.6478622520774412,0.6758331381763775
2000-10-16,0.0,0.0,0.0,0.10683157076511932,0.6505301153384084,0.7023568130621134
2000-10-17,,,,,,
2000-10-18,0.0,0.0,0.0,0.07849162048095112,0.5948733256056934,0.7015738046380474
2000-10-19,0.0,0.0,0.0,0.0878905749263886,0.6439548583786872,0.7270234277552616
2000-10-20,0.0,0.0,0.0,0.06696600288088186,0.5860781944222158,0.6407251950439896
2000-10-21,0.0,0.0,0.0,0.039362641007404046,0.5481538885653894,0.6709603418109809
2000-10-22,0.0,0.0,0.0,0.04053405300726387,0.5059898398117586,0.6660785578728179
2000-10-23,0.0,0.0,0.0,0.026648181336745107,0.4962222870836532,0.6704780442779764
2000-10-24,0.0,0.0,0.0,0.04655002401034639,0.4630852003857679,0.6289677831268721
2000-10-25,0.0,0.0,0.0,0.026894182117762858,0.435814053020551,0.5927522658574002
2000-10-26,,,,,,
2000-10-27,0.0,0.0,0.0,0.012239044892904881,0.4164478619258322,0.6490147931312644
2000-10-28,0.0,0.0,0.0,0.013792148100557336,0.41050860023323255,0.6552667271257561
2000-10-29,0.0,0.0,0.0,0.002959614041508994,0.12566097263888237,0.37291178409066367
2000-10-30,0.0,0.0,0.0,0.0,0.005646102881293822,0.20717793752309785
2000-10-31,0.0,0.0,0.0524154873342405,0.17955269882796815,0.1866383194330644,0.0018919395692673265
2000-11-01,0.0,0.0,0.0,0.003418210147027018,0.31046521571330343,0.33862568363493817
2000-11-02,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-03,0.0,0.0,0.0,0.0,0.18000674186203144,0.44221697643181634
2000-11-04,0.0,0.0,0.0,0.046437353960840665,0.40156265585381623,0.44377327740891637
2000-11-05,0.0,0.0,0.0,0.009899262412823217,0.17470398356951697,0.576486537573239
2000-11-06,0.4837561353713364,0.4856142262861352,0.4936816500697779,0.5064381417474673,0.500384663155403,0.5165927063371396
2000-11-07,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-08,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-09,0.0,0.0,0.0,0.010816614637885254,0.19299155733771606,0.560727278553244
2000-11-10,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-11,0.0,0.0,0.0,0.002205853187598106,0.17833144772707998,0.587878101753053
2000-11-12,0.0,0.0,0.0,0.006910772865054546,0.20282010324228963,0.5565408466676791
2000-11-13,0.0,0.0,0.0,0.0031764907092000135,0.19901301466443772,0.5857086603382374
2000-11-14,0.0,0.0,0.0,0.0,0.1805702361963542,0.5075118238057764
2000-11-15,0.0,0.0,0.0,0.0,0.1924020369097747,0.5640079391210995
2000-11-16,0.0,0.0,0.0,0.0,0.16498243748422,0.5301848344107065
2000-11-17,0.0,0.0,0.0,0.0,0.16609172345691317,0.44709254282925565
2000-11-18,0.0,0.0,0.0,0.0008285167204846731,0.07932607112632795,0.4713169718319532
2000-11-19,0.0,0.0,0.0,0.0,0.12484498593331603,0.4546121728885452
2000-11-20,0.0,0.0,0.0,0.0,0.07795214822563518,0.4683571260298503
2000-11-21,0.0,0.0,0.0,0.0,0.09980045357957286,0.4088570192609647
2000-11-22,0.0,0.0,0.0,0.0,0.0756645341156421,0.48897641673880343
2000-11-23,0.0,0.0,0.0,0.0,0.07208928990825035,0.4562802817766137
2000-11-24,0.0,0.0,0.0,0.0,0.06902771778775878,0.40709192164354646
2000-11-25,0.0,0.0,0.0,0.0,0.048173284866424936,0.32708894329576765
2000-11-26,0.0,0.0,0.0,0.0,0.04847330175628,0.3385930914883983
2000-11-27,0.0,0.0,0.0,0.0,0.013292486053726632,0.1845050755230925
2000-11-28,0.0,0.0,0.0,0.0,0.02373859379085251,0.24982432995026327
2000-11-29,0.0,0.0,0.0,0.0,0.004722397125819475,0.16431464586983982
2000-11-30,0.0,0.0,0.0,0.0,0.0005582822603695288,0.1998665047685068
2000-12-01,0.0,0.0,0.0,0.0,0.010678277710569476,0.1688698078703019
2000-12-02,0.0,0.0,0.0,0.0,0.00031360664841528183,0.13823675308782352
2000-12-03,0.0,0.0,0.0,0.0,0.005586321451976664,0.15262139510646064
2000-12-04,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-05,0.0,0.0,0.0,0.0,0.0021552116615939413,0.16648779905438854
2000-12-06,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-07,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-08,0.0,0.0,0.0,0.0,0.0,0.04199815004785752
2000-12-09,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-10,0.0,0.0,0.0,0.0,0.0020894429088411538,0.05068804757116172
2000-12-11,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-12,0.0,0.0,0.0,0.0,0.0,0.016029663053973322
2000-12-13,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-14,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-15,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-16,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-17,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-18,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-19,0.0,0.0,0.0,0.0,0.0,0.014759253672158464
2000-12-20,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-22,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-23,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-24,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-25,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-26,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-27,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-28,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-29,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-30,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-03,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-05,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-06,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-07,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-10,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-11,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-12,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-13,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-14,0,0,0,0,0,0
2001-01-15,0,0,0,0,0,0
2001-01-16,0,0,0,0,0,0
2001-01-17,0,0,0,0,0,0
2001-01-18,0,0,0,0,0,0
2001-01-19,0,0,0,0,0,0
2001-01-20,0,0,0,0,0,0
2001-01-21,0,0,0,0,0,0
2001-01-22,0,0,0,0,0,0
2001-01-23,0,0,0,0,0,0
2001-01-24,0,0,0,0,0,0
2001-01-25,0,0,0,0,0,0
2001-01-26,0,0,0,0,0,0
2001-01-27,0,0,0,0,0,0
2001-01-28,0,0,0,0,0,0
2001-01-29,0,0,0,0,0,0
2001-01-30,0,0,0,0,0,0
2001-01-31,0,0,0,0,0,0
2001-02-01,0,0,0,0,0,0
2001-02-02,0,0,0,0,0,0
2001-02-03,0,0,0,0,0,0
